threshold,TP,TN,FP,FN,accuracy,precision,recall,f1,auc,naive_baseline_accuracy
0.5,8983,1963,1371,517,0.8528907589216145,0.8675874058334943,0.9455789473684211,0.9049058124307444,0.8770940864458687,0.7402212872058594
